176,82
175,83
176,83
175,84
176,84
174,85
175,85
176,85
174,86
175,86
176,86
173,87
174,87
175,87
176,87
172,88
173,88
174,88
175,88
176,88
172,89
173,89
174,89
175,89
176,89
171,90
172,90
173,90
174,90
175,90
176,90
171,91
172,91
173,91
174,91
175,91
176,91
170,92
171,92
172,92
173,92
174,92
175,92
176,92
170,93
171,93
172,93
173,93
174,93
175,93
176,93
169,94
170,94
171,94
172,94
173,94
174,94
175,94
176,94
177,94
168,95
169,95
170,95
171,95
172,95
173,95
174,95
175,95
176,95
177,95
168,96
169,96
170,96
171,96
172,96
173,96
174,96
175,96
176,96
177,96
167,97
168,97
169,97
170,97
171,97
172,97
173,97
174,97
175,97
176,97
177,97
167,98
168,98
169,98
170,98
171,98
172,98
173,98
174,98
175,98
176,98
177,98
166,99
167,99
168,99
169,99
170,99
171,99
172,99
173,99
174,99
175,99
176,99
177,99
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
167,101
168,101
169,101
170,101
171,101
172,101
173,101
174,101
175,101
176,101
177,101
170,102
171,102
172,102
173,102
174,102
175,102
176,102
177,102
171,103
172,103
173,103
174,103
175,103
176,103
177,103
172,104
173,104
174,104
175,104
176,104
177,104
173,105
174,105
175,105
176,105
177,105
198,285
197,286
198,286
197,287
198,287
199,287
196,288
197,288
198,288
199,288
195,289
196,289
197,289
198,289
199,289
200,289
195,290
196,290
197,290
198,290
199,290
200,290
194,291
195,291
196,291
197,291
198,291
199,291
200,291
201,291
193,292
194,292
195,292
196,292
197,292
198,292
199,292
200,292
201,292
193,293
194,293
195,293
196,293
197,293
198,293
199,293
200,293
201,293
202,293
192,294
193,294
194,294
195,294
196,294
197,294
198,294
199,294
200,294
201,294
202,294
191,295
192,295
193,295
194,295
195,295
196,295
197,295
198,295
199,295
200,295
201,295
202,295
203,295
191,296
192,296
193,296
194,296
195,296
196,296
197,296
198,296
199,296
200,296
201,296
202,296
203,296
190,297
191,297
192,297
193,297
194,297
195,297
196,297
197,297
198,297
199,297
200,297
201,297
202,297
203,297
204,297
189,298
190,298
191,298
192,298
193,298
194,298
195,298
196,298
197,298
198,298
199,298
200,298
201,298
202,298
203,298
204,298
189,299
190,299
191,299
192,299
193,299
194,299
195,299
196,299
197,299
198,299
199,299
200,299
201,299
202,299
203,299
204,299
205,299
191,300
192,300
193,300
194,300
195,300
196,300
197,300
198,300
199,300
200,300
201,300
202,300
203,300
204,300
205,300
192,301
193,301
194,301
195,301
196,301
197,301
198,301
199,301
200,301
201,301
202,301
203,301
204,301
205,301
206,301
195,302
196,302
197,302
198,302
199,302
200,302
201,302
202,302
203,302
204,302
205,302
206,302
198,303
199,303
200,303
201,303
202,303
203,303
204,303
205,303
206,303
207,303
318,132
319,132
320,132
321,132
322,132
317,133
318,133
319,133
320,133
321,133
322,133
323,133
316,134
317,134
318,134
319,134
320,134
321,134
322,134
323,134
315,135
316,135
317,135
318,135
319,135
320,135
321,135
322,135
323,135
314,136
315,136
316,136
317,136
318,136
319,136
320,136
321,136
322,136
323,136
312,137
313,137
314,137
315,137
316,137
317,137
318,137
319,137
320,137
321,137
322,137
323,137
311,138
312,138
313,138
314,138
315,138
316,138
317,138
318,138
319,138
320,138
321,138
322,138
323,138
310,139
311,139
312,139
313,139
314,139
315,139
316,139
317,139
318,139
319,139
320,139
321,139
322,139
323,139
309,140
310,140
311,140
312,140
313,140
314,140
315,140
316,140
317,140
318,140
319,140
320,140
321,140
322,140
323,140
324,140
308,141
309,141
310,141
311,141
312,141
313,141
314,141
315,141
316,141
317,141
318,141
319,141
320,141
321,141
322,141
323,141
324,141
308,142
309,142
310,142
311,142
312,142
313,142
314,142
315,142
316,142
317,142
318,142
319,142
320,142
321,142
322,142
323,142
324,142
312,143
313,143
314,143
315,143
316,143
317,143
318,143
319,143
320,143
321,143
322,143
323,143
324,143
316,144
317,144
318,144
319,144
320,144
321,144
322,144
323,144
324,144
319,145
320,145
321,145
322,145
323,145
324,145
322,146
323,146
324,146
